"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Thu Dec 26 115316 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"tantej"
"Thu Dec 26 115310 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"mhdsarfaraz"
"Thu Dec 26 115304 0000 2013"|"AamAadmiParty Many a times we fail to correct the system and get trapped by Babus of previous regime so be careful otherwise be a suferer"|"skbhan"
"Thu Dec 26 115245 0000 2013"|"RT BindaasBol No democracy followed by AamAadmiParty in appointing sanjay singh as party chief "|"DrShobha"
"Thu Dec 26 115214 0000 2013"|"jaydeep3199 drdeepak78 DharrmeshPatel1 hpatil2874 RituRahul for lok sabha election  forms can be downloaded httptcoaWNT5Zbgyi"|"aapkarajiv"
"Thu Dec 26 115152 0000 2013"|"RT FAKHREALAM101 himquantum ArvindKejriwal LambaAlka AamAadmiParty  I demand full background verification of lambaAlka before she e"|"AapKaLokesh"
"Thu Dec 26 115140 0000 2013"|"AamAadmiParty TOI  Arvind Kejriwal We have called Congresss bluff httptcotUVPjJrvnP AAP AAPRaising"|"raisingaap"
"Thu Dec 26 115128 0000 2013"|"RT ankitlal AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoEtT2kSo7yO"|"7070rc7"
"Thu Dec 26 115115 0000 2013"|"SAFETOUR do you have a mind he is core member of AamAadmiParty why dont they sack him Isnt it a double standard of AAP"|"mrktcls"
"Thu Dec 26 115114 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"7070rc7"
"Thu Dec 26 115058 0000 2013"|"RT kodandaramaiah HeadlinesToday Nothing secret about it BJP openly copied every step of AamAadmiParty in Delhi"|"jaypn2009"
"Thu Dec 26 115044 0000 2013"|"RT ArshiAAP Do u remember this date 26122004  It was TSUNAMI which took lakhs of lives I pay homage to them Rest in peace aamaadmi"|"AAPBelgaum"
"Thu Dec 26 115017 0000 2013"|"SAFETOUR Either give logical replies or dont reply AAPistanis are known for speaking unimaginable things AamAadmiParty"|"mrktcls"
"Thu Dec 26 115011 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"macsnp"
"Thu Dec 26 115003 0000 2013"|"mrktcls AamAadmiParty just because 1 Prashant Bhushan has different opinion the sky wont fall  safetour"|"SAFETOUR"
"Thu Dec 26 114955 0000 2013"|"anticorrupt01 Absolutely Huge challenge AamAadmiParty"|"fdir"
"Thu Dec 26 114943 0000 2013"|"Every yr we donate thousands in the name of god for a better lifestill he isnt able to help us TIME TO CHANGE GODDONATEAamAadmiParty"|"manya2coool"
"Thu Dec 26 114929 0000 2013"|"RT ssttuuttii Me me me D laxitparsana Its so easy to apply for a LS ticket in AAP Just click here httptcoJpbTL1k0C9  Anyone fr"|"rachitjawa"
"Thu Dec 26 114924 0000 2013"|"No democracy followed by AamAadmiParty in appointing sanjay singh as party chief "|"BindaasBol"
"Thu Dec 26 114915 0000 2013"|"ANInews Be careful AamAadmiParty  Why she didnt come before election Not doubting bt we hv 2 b careful Avoid any trap"|"amitranjanamit"
"Thu Dec 26 114907 0000 2013"|"fdir A big challenge for AamAadmiParty lies ahead to ensure tht the party remains clean as it begins to spread across India"|"anticorrupt01"
"Thu Dec 26 114907 0000 2013"|"RT neerajjaihind ArvindKejriwal msisodia Before 8 Dec 13 where was these politicians now wish to join Beware AamAadmiParty they are "|"tweet201213"
"Thu Dec 26 114851 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"krissh9207"
"Thu Dec 26 114834 0000 2013"|"RT laxitparsana Its so easy to apply for a LS ticket in AAP Just click here httptcoH2yswFcz6z  Anyone from twitter"|"CONBJPbhaibhai"
"Thu Dec 26 114741 0000 2013"|"mrktcls AamAadmiParty You are a unfortunate victim of divisive politics promoted by corrupt Cong ampBJP SAFETOUR"|"SAFETOUR"
"Thu Dec 26 114734 0000 2013"|"SAFETOUR Cant believe youre that blind AamAadmiParty Keep dreaming they do need blind people to support AAP"|"mrktcls"
"Thu Dec 26 114733 0000 2013"|"Congress your last chance to stop Modiwave is finally doomed Now AamAadmiParty will tell you how2make SIT probes against your dear ones"|"namangupta86"
"Thu Dec 26 114733 0000 2013"|"Congress your last chance to stop Modiwave is finally doomed Now AamAadmiParty will tell you how2make SIT probes against your dear ones"|"namangupta86"
"Thu Dec 26 114713 0000 2013"|"I remember meeting the controversial political character Alka Lamba at an art auction have my huge doubts on her intigrity  AamAadmiParty"|"amritanshukar"
"Thu Dec 26 114708 0000 2013"|"RT neerajjaihind ArvindKejriwal msisodia Before 8 Dec 13 where was these politicians now wish to join Beware AamAadmiParty they are "|"twt4broom"
"Thu Dec 26 114639 0000 2013"|"RT pchoudhary64 AamAadmiParty sud not entertain any politician wish to join There r millions upright citizen in this country who are co"|"neerajjaihind"
"Thu Dec 26 114619 0000 2013"|"RT ratanmaitra LS2014  AamAadmiParty will contest Elections Follow instructions  Send Nomination Form httptco5vi0tik4nI gt http"|"tterIndia"
"Thu Dec 26 114615 0000 2013"|"ArvindKejriwal msisodia Before 8 Dec 13 where was these politicians now wish to join Beware AamAadmiParty they are opportunist"|"neerajjaihind"
"Thu Dec 26 114614 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"aapdelhi66"
"Thu Dec 26 114606 0000 2013"|"HeadlinesToday CNG price in Delhi hiked by Rs 450 per kg with effect from midnight tonight Is AamAadmiParty reading this"|"SoumyaHDixit"
"Thu Dec 26 114519 0000 2013"|"mrktcls AamAadmiParty Plz dont make much ado about nothing  Individual opinion may be there but nation takes the call integralpart"|"SAFETOUR"
"Thu Dec 26 114505 0000 2013"|"SAFETOUR and your heart supports a party which says just opposite to you Why misguiding yourself WakeUp  AamAadmiParty"|"mrktcls"
"Thu Dec 26 114452 0000 2013"|"GandhiRSB AAPforINDIA AamAadmiParty BJP se kaun gaya AAP main  AAP is new destination for all chor"|"prafulkr"
"Thu Dec 26 114432 0000 2013"|"DrKumarVishwas  heard that alka lamba joined AamAadmiParty  Shocked to hear "|"imravindraa"
"Thu Dec 26 114421 0000 2013"|"RT AamAdmiParty AAP invites nominations for LokSabha 2014 elections LS2014 Link to form httptco3zatUGetKh httptcoNO7T36dUUx"|"ShrivaPraveen"
"Thu Dec 26 114414 0000 2013"|"LS2014  AamAadmiParty will contest Elections Follow instructions  Send Nomination Form httptco5vi0tik4nI gt httptconNsJuG6Joz"|"ratanmaitra"
"Thu Dec 26 114337 0000 2013"|"RT guptarpulse AamAadmiParty Now a BJP leader Teena Sharma quits BJP joins AAP LambaAlka quits cong JoinAap Kya kamal kiya hai ye "|"IshwarKandpal"
"Thu Dec 26 114306 0000 2013"|"AamAadmiParty want to be a worker how do i proceed"|"kumarvandna"
"Thu Dec 26 114255 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"tarakeshwar"
"Thu Dec 26 114252 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"prashen"
"Thu Dec 26 114221 0000 2013"|"RT guptarpulse AamAadmiParty Now a BJP leader Teena Sharma quits BJP joins AAP LambaAlka quits cong JoinAap Kya kamal kiya hai ye "|"AAPRaigad"
"Thu Dec 26 114216 0000 2013"|"mrktcls AamAadmiParty Why 1 needs to cry aloud This is my heart integralpart"|"SAFETOUR"
"Thu Dec 26 114208 0000 2013"|"mithranns Join D httptcoEOkCrJkYnG"|"shrinivassg"
"Thu Dec 26 114146 0000 2013"|"RT laxitparsana Its so easy to apply for a LS ticket in AAP Just click here httptcoH2yswFcz6z  Anyone from twitter"|"kodandaramaiah"
"Thu Dec 26 114110 0000 2013"|"RT laxitparsana Its so easy to apply for a LS ticket in AAP Just click here httptcoH2yswFcz6z  Anyone from twitter"|"AKForPM"
"Thu Dec 26 114100 0000 2013"|"sidhumanpreet AamAadmiParty It was 100 signs then"|"HariAAP"
"Thu Dec 26 114048 0000 2013"|"NDTVProfit CNG prices hiked by Rs 450 per kg in Delhi effective tonight AamAadmiParty"|"igaganbujrall"
"Thu Dec 26 114031 0000 2013"|"Remember Before 8 Dec 13 where was these politicians now wish to join Beware AamAadmiParty they are opportunist"|"pchoudhary64"
"Thu Dec 26 114013 0000 2013"|"RT AAPkiSarkar If you are are interested in contesting the Lok Sabha Elections with theAAP please send us your nomination form  http"|"V1SH4L"
"Thu Dec 26 113945 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"IamNaseer14"
"Thu Dec 26 113928 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"pkbehera"
"Thu Dec 26 113925 0000 2013"|"RT darpans AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"sanjumanu093"
"Thu Dec 26 113920 0000 2013"|"If AamAadmiParty replaces shaziailmi with LambaAlka on TV debates then their votebank may swell by another 34 ArvindKejriwal"|"MODIfyIndia"
"Thu Dec 26 113818 0000 2013"|"AamAadmiParty alka lamba left congress On TV debates she used to save congress why she is doing so any  any conspiracy "|"imravindraa"
"Thu Dec 26 113750 0000 2013"|"SAFETOUR 1st there was only Prashant Bhushan from AamAadmiParty and now Binny too support referendum on Kashmir we are not fools"|"mrktcls"
"Thu Dec 26 113737 0000 2013"|"RT notramcguha So now as Alka Lamba has joined AamAadmiParty  I wonder whether shes still corrupt or has overnight transformed into ho"|"dhrumilsoni"
"Thu Dec 26 113727 0000 2013"|"darpans AamAadmiParty gives Sanjay Azad and Pankaj Gupta the responsibility of campaign planning for 2014 LS polls htTweets"|"muntaziraapka"
"Thu Dec 26 113720 0000 2013"|"SAFETOUR How can you assure that Tell AamAadmiParty to raise their voice in support of Kashmir after so much criticism why silent"|"mrktcls"
"Thu Dec 26 113711 0000 2013"|"AamAadmiParty will contest in 2014 LokSabha Election amp asking honest Aam Aadmi or Aam Aurat for nominations httptcoVX4ZFX3vsV"|"shahnikhilesh"
"Thu Dec 26 113711 0000 2013"|"notramcguha ye kab huaas it is she seemed quite frustrsted with congress AamAadmiParty"|"Chhabiy"
"Thu Dec 26 113654 0000 2013"|"RT darpans AamAadmiParty Party invites applications from those willing to contest 2014 LS polls on its tickets htTweets"|"muntaziraapka"
"Thu Dec 26 113635 0000 2013"|"Man  I have never seen any thing so audacious as this one   AAP is recruiting MP for Lok Sabha election 2014 httptcotTxCmBk7IZ"|"aksiiita06"
"Thu Dec 26 113625 0000 2013"|"AamAadmiParty sud not entertain any politician wish to join There r millions upright citizen in this country who are coming forward now"|"pchoudhary64"
"Thu Dec 26 113604 0000 2013"|"AAP says despite the support cases will be opened AamAadmiParty ArvindKejriwal UPAGovt SoniaGandhiG BJP4IndiahttptcoPkxv2ZN6nj"|"FollowTollyview"
"Thu Dec 26 113557 0000 2013"|"RT AamAdmiParty AAP invites nominations for LokSabha 2014 elections LS2014 Link to form httptco3zatUGetKh httptcoNO7T36dUUx"|"YoIndia"
"Thu Dec 26 113541 0000 2013"|"RT theRohitBansal AAP nomination form for contesting LokSabha  ull need 1k proposers criminalfree record httpstcoCAeQhtbV31 "|"prashen"
"Thu Dec 26 113540 0000 2013"|"RT iacdhirendra AAP invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoSZcHIzEqNz httptcotFiTdHJUcO"|"PraCashRochi"
"Thu Dec 26 113538 0000 2013"|"sidhumanpreet AamAadmiParty AFAIK in Delhi elections the requirement was 100 signatures"|"phaedrus0"
"Thu Dec 26 113532 0000 2013"|"AamAadmiParty AapYogendra Please make sure all standard protocols are followed while enrolling alka lamba or any congbjp worker"|"AnonAjay"
"Thu Dec 26 113518 0000 2013"|"mrktcls AamAadmiParty Kashmir is integral part of India Nobody can question that"|"SAFETOUR"
"Thu Dec 26 113515 0000 2013"|"Me me me D laxitparsana Its so easy to apply for a LS ticket in AAP Just click here httptcoJpbTL1k0C9  Anyone from twitter"|"ssttuuttii"
"Thu Dec 26 113512 0000 2013"|"RT ankitlal AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoEtT2kSo7yO"|"punnushuku"
"Thu Dec 26 113447 0000 2013"|"darpans htTweets AamAadmiParty all seats"|"YoIndia"
"Thu Dec 26 113443 0000 2013"|"RT FAKHREALAM101 himquantum ArvindKejriwal LambaAlka AamAadmiParty  I demand full background verification of lambaAlka before she e"|"tweet201213"
"Thu Dec 26 113441 0000 2013"|"AamAadmiParty LG nursery addmission policy yet another AAP effect Congrats"|"BMKAKAR"
"Thu Dec 26 113433 0000 2013"|"RT darpans AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"YoIndia"
"Thu Dec 26 113431 0000 2013"|"RT darpans AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"manavjainWLG"
"Thu Dec 26 113422 0000 2013"|"RT Ajaykumar265 Positive News for AamAadmiParty Delhi had a revenue surplus of 9713 crores httptcoCRJdtAYtQ4"|"AAPforINDIA"
"Thu Dec 26 113414 0000 2013"|"RT ankitlal AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoEtT2kSo7yO"|"naveen10036"
"Thu Dec 26 113412 0000 2013"|"thekiranbedi r u going to ramlila maidan in oath ceremony of aamaadmiparty"|"SANDEEPPANDEY06"
"Thu Dec 26 113411 0000 2013"|"RT darpans AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"vipulkumargarg"
"Thu Dec 26 113356 0000 2013"|"NDTVProfit ArvindKejriwal AamAadmiParty Is it your First Gift to Delhiites"|"1stIndiaNews"
"Thu Dec 26 113345 0000 2013"|"AamAadmiParty ArvindKejriwal  reservation in govt jobs is eating into overall govt machinerys efficiencypls make it an election issue"|"kshiteejm"
"Thu Dec 26 113335 0000 2013"|"RT darpans AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"htTweets"
"Thu Dec 26 113331 0000 2013"|"RDjustRD facepalm Youre the greatest sir  AamAadmiParty"|"notramcguha"
"Thu Dec 26 113318 0000 2013"|"AamAadmiParty says its not sure how many seats it would fight from but it will evaluate it ahead of 2014 LS polls htTweets"|"darpans"
"Thu Dec 26 113314 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"shyamrocker98"
"Thu Dec 26 113302 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"BharatAAPka"
"Thu Dec 26 113242 0000 2013"|"RT adarshoxf AamAadmiParty invites nominations for Loksabha httptcoAhqDvtxtUE"|"vipulkumargarg"
"Thu Dec 26 113232 0000 2013"|" notramcguha when did Alka Lamba faced any corruption charges Not even once So dont paint everything with the same brush aamaadmiparty"|"RDjustRD"
"Thu Dec 26 113212 0000 2013"|"RT AamAadmiParty AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoz9nDNBMuyj"|"AAPforINDIA"
"Thu Dec 26 113206 0000 2013"|"SAFETOUR We have seen how Kejriwal skips Q on Kashmir and Pakistan a big Coward AamAadmiParty"|"mrktcls"
"Thu Dec 26 113205 0000 2013"|"AamAadmiParty gives Sanjay Azad and Pankaj Gupta the responsibility of campaign planning for 2014 LS polls htTweets"|"darpans"
"Thu Dec 26 113125 0000 2013"|"AamAadmiParty First say Sorry to Delhitis for hiding of truth of Binny episode Why there was SP flag holding Scorpio"|"PJadvan"
"Thu Dec 26 113121 0000 2013"|"RT skhurana2010 muntaziraapka bharatbuilder AamAadmiParty No worriesthere will be enough checks to ensure only clean represent AAP"|"ChaloDelhi"
"Thu Dec 26 113118 0000 2013"|"RT AAPkiSarkar If you are are interested in contesting the Lok Sabha Elections with theAAP please send us your nomination form  http"|"AngryMariobird"
"Thu Dec 26 113104 0000 2013"|"AamAadmiParty invites nominations for Loksabha httptcoAhqDvtxtUE"|"adarshoxf"
"Thu Dec 26 113104 0000 2013"|"RT AvinashRajput91 AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoFXEa3GuoNH"|"meetvpatel"
"Thu Dec 26 113100 0000 2013"|"chetanbhagat AamAadmiParty  Chetan please hold your comments for some more time on morality of AAP party and its leaders"|"sharmasanjay"
"Thu Dec 26 113054 0000 2013"|"RT AAPkiSarkar If you are are interested in contesting the Lok Sabha Elections with theAAP please send us your nomination form  http"|"ashishthebob"
"Thu Dec 26 113054 0000 2013"|"AamAadmiParty AAP fighting against corruption with help of congress is Similar to ISI fighting against Terrorism with help of Taliban"|"dp31k"
"Thu Dec 26 113053 0000 2013"|"AamAadmiParty Party invites applications from those willing to contest 2014 LS polls on its tickets htTweets"|"darpans"
"Thu Dec 26 113048 0000 2013"|"So this is what my country has in store AAP AamAadmiParty Elections2014 httptcoatTa5tyYTg"|"O4PINT"
"Thu Dec 26 113029 0000 2013"|"Alka lamba quite congress and join the AamAadmiParty"|"vikashkhanna2"
"Thu Dec 26 113017 0000 2013"|"RT AvinashRajput91 AamAadmiParty invites nominations for LokSabha 2014 elections LS2014 Link to form httptcoFXEa3GuoNH"|"adarshoxf"
"Thu Dec 26 113002 0000 2013"|"RT AAPkiSarkar If you are are interested in contesting the Lok Sabha Elections with theAAP please send us your nomination form  http"|"ChaloDelhi"
